url_length,dots_count,has_at,has_double_slash,has_hyphen_domain,is_ip,has_https,has_suspicious_kw,subdomain_count,is_shortened,label
68,4,0,0,1,0,0,1,3,0,1
46,4,0,0,0,1,0,1,0,0,1
34,4,0,0,0,1,0,1,0,0,1
50,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,0,0,0,1
51,1,0,0,1,0,0,0,0,0,1
36,4,0,0,0,1,0,1,0,0,1
45,1,0,0,1,0,0,1,0,0,1
38,4,0,0,0,1,0,1,0,0,1
35,1,0,0,0,0,0,1,0,1,1
44,1,0,0,1,0,0,1,0,1,1
41,1,0,0,1,0,0,1,0,1,1
41,1,0,0,1,0,0,1,0,0,1
40,1,0,0,0,0,0,1,0,1,1
49,4,0,0,0,1,0,1,0,0,1
49,1,0,0,1,0,0,1,0,1,1
44,4,0,0,0,1,0,1,0,0,1
40,4,0,0,0,1,0,1,0,0,1
41,4,0,0,0,1,0,1,0,0,1
39,1,0,0,0,0,0,1,0,1,1
44,1,0,0,1,0,0,1,0,0,1
48,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,1,0,0,1
50,1,0,0,1,0,0,0,0,0,1
49,1,0,0,1,0,0,0,0,0,1
39,1,0,0,1,0,0,1,0,0,1
40,1,0,0,1,0,0,0,0,0,1
35,1,0,0,0,0,0,1,0,1,1
68,4,0,0,1,0,0,1,3,0,1
59,4,0,0,1,0,0,1,3,0,1
53,1,0,0,1,0,0,0,0,0,1
40,4,0,0,0,1,0,1,0,0,1
64,4,0,0,1,0,0,1,3,0,1
48,1,0,0,1,0,0,1,0,0,1
47,4,0,0,0,1,0,1,0,0,1
69,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,1,0,0,1
72,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,1,0,0,1
71,4,0,0,1,0,0,1,3,0,1
45,4,0,0,0,1,0,1,0,0,1
43,1,0,0,1,0,0,0,0,0,1
47,1,0,0,1,0,0,0,0,0,1
39,1,0,0,1,0,0,1,0,0,1
53,1,0,0,1,0,0,1,0,0,1
40,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,0,0,0,1
38,1,0,0,1,0,0,0,0,0,1
39,1,0,0,1,0,0,1,0,0,1
45,1,0,0,1,0,0,1,0,1,1
38,4,0,0,0,1,0,1,0,0,1
47,1,0,0,1,0,0,1,0,0,1
47,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,0,0,0,1
45,1,0,0,1,0,0,1,0,0,1
35,1,0,0,0,0,0,1,0,1,1
63,4,0,0,1,0,0,1,3,0,1
36,1,0,0,0,0,0,1,0,1,1
35,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,0,0,0,1
41,1,0,0,1,0,0,1,0,0,1
48,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,1,0,1,1
47,1,0,0,1,0,0,1,0,0,1
53,1,0,0,1,0,0,1,0,0,1
45,1,0,0,1,0,0,1,0,0,1
49,1,0,0,1,0,0,1,0,1,1
37,1,0,0,1,0,0,1,0,0,1
50,1,0,0,1,0,0,1,0,0,1
45,4,0,0,0,1,0,1,0,0,1
37,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,1,0,1,1
36,1,0,0,1,0,0,0,0,0,1
35,1,0,0,0,0,0,1,0,1,1
61,4,0,0,1,0,0,1,3,0,1
69,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,1,0,0,1
39,4,0,0,0,1,0,1,0,0,1
45,1,0,0,0,0,0,1,0,1,1
33,1,0,0,0,0,0,1,0,1,1
58,4,0,0,1,0,0,1,3,0,1
38,1,0,0,1,0,0,0,0,0,1
64,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,1,0,0,1
50,1,0,0,1,0,0,0,0,0,1
34,1,0,0,0,0,0,1,0,1,1
40,1,0,0,1,0,0,1,0,0,1
45,1,0,0,1,0,0,0,0,0,1
39,1,0,0,1,0,0,0,0,0,1
45,1,0,0,1,0,0,0,0,0,1
45,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
50,1,0,0,1,0,0,1,0,1,1
44,1,0,0,0,0,0,1,0,1,1
47,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,1,0,0,1
60,4,0,0,1,0,0,1,3,0,1
61,4,0,0,1,0,0,1,3,0,1
45,1,0,0,0,0,0,1,0,1,1
49,1,0,0,1,0,0,1,0,1,1
40,4,0,0,0,1,0,1,0,0,1
49,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,1,0,0,1
44,4,0,0,0,1,0,1,0,0,1
38,1,0,0,1,0,0,1,0,0,1
52,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,1,0,0,1
38,1,0,0,0,0,0,1,0,1,1
43,1,0,0,1,0,0,1,0,1,1
45,4,0,0,0,1,0,1,0,0,1
49,4,0,0,0,1,0,1,0,0,1
42,1,0,0,1,0,0,1,0,1,1
44,4,0,0,0,1,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
37,1,0,0,0,0,0,1,0,1,1
52,1,0,0,1,0,0,1,0,0,1
68,4,0,0,1,0,0,1,3,0,1
35,1,0,0,0,0,0,1,0,1,1
38,1,0,0,0,0,0,1,0,1,1
45,1,0,0,1,0,0,0,0,0,1
47,1,0,0,1,0,0,1,0,1,1
41,1,0,0,1,0,0,1,0,0,1
36,4,0,0,0,1,0,1,0,0,1
41,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,1,0,0,1
48,1,0,0,1,0,0,0,0,0,1
40,1,0,0,0,0,0,1,0,1,1
41,1,0,0,1,0,0,1,0,1,1
39,1,0,0,1,0,0,1,0,0,1
48,1,0,0,1,0,0,1,0,0,1
39,4,0,0,0,1,0,1,0,0,1
34,1,0,0,0,0,0,1,0,1,1
39,1,0,0,1,0,0,0,0,0,1
41,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
44,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
33,1,0,0,0,0,0,1,0,1,1
40,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,0,0,0,1
51,1,0,0,1,0,0,0,0,0,1
48,1,0,0,1,0,0,1,0,0,1
47,1,0,0,1,0,0,0,0,0,1
63,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,0,0,0,1
51,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,1,0,0,1
37,1,0,0,0,0,0,1,0,1,1
35,4,0,0,0,1,0,1,0,0,1
31,1,0,0,0,0,0,1,0,1,1
68,4,0,0,1,0,0,1,3,0,1
47,1,0,0,1,0,0,1,0,0,1
31,1,0,0,0,0,0,1,0,1,1
40,1,0,0,1,0,0,1,0,0,1
49,1,0,0,1,0,0,0,0,0,1
50,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,0,0,0,1
34,4,0,0,0,1,0,1,0,0,1
40,1,0,0,1,0,0,1,0,0,1
46,4,0,0,0,1,0,1,0,0,1
46,1,0,0,1,0,0,1,0,0,1
53,1,0,0,1,0,0,1,0,0,1
47,1,0,0,1,0,0,1,0,1,1
34,4,0,0,0,1,0,1,0,0,1
47,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,0,0,0,1
50,1,0,0,1,0,0,0,0,0,1
31,1,0,0,0,0,0,1,0,1,1
47,1,0,0,1,0,0,0,0,0,1
49,1,0,0,1,0,0,1,0,0,1
51,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,1,0,0,1
51,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,0,0,0,1
52,1,0,0,1,0,0,1,0,1,1
38,1,0,0,1,0,0,1,0,0,1
38,1,0,0,0,0,0,1,0,1,1
39,1,0,0,1,0,0,0,0,0,1
64,4,0,0,1,0,0,1,3,0,1
40,1,0,0,1,0,0,1,0,0,1
49,1,0,0,1,0,0,0,0,0,1
45,1,0,0,1,0,0,0,0,0,1
38,4,0,0,0,1,0,1,0,0,1
40,1,0,0,1,0,0,1,0,0,1
68,4,0,0,1,0,0,1,3,0,1
42,1,0,0,1,0,0,1,0,0,1
38,1,0,0,0,0,0,1,0,1,1
48,1,0,0,1,0,0,1,0,0,1
50,1,0,0,1,0,0,1,0,1,1
50,1,0,0,1,0,0,0,0,0,1
47,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,1,0,0,1
35,1,0,0,1,0,0,1,0,0,1
37,4,0,0,0,1,0,1,0,0,1
39,1,0,0,1,0,0,1,0,0,1
36,1,0,0,1,0,0,0,0,0,1
42,1,0,0,0,0,0,1,0,1,1
44,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,0,0,0,1
54,1,0,0,1,0,0,1,0,0,1
38,4,0,0,0,1,0,1,0,0,1
40,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,1,0,1,1
70,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,1,0,1,1
61,4,0,0,1,0,0,1,3,0,1
43,1,0,0,1,0,0,1,0,0,1
47,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,0,0,0,1
43,1,0,0,1,0,0,1,0,0,1
49,4,0,0,0,1,0,1,0,0,1
39,1,0,0,1,0,0,1,0,1,1
46,1,0,0,1,0,0,1,0,0,1
43,1,0,0,0,0,0,1,0,1,1
45,1,0,0,1,0,0,0,0,0,1
39,1,0,0,1,0,0,0,0,0,1
68,4,0,0,1,0,0,1,3,0,1
40,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,0,0,0,1
62,4,0,0,1,0,0,1,3,0,1
39,1,0,0,1,0,0,1,0,1,1
60,4,0,0,1,0,0,1,3,0,1
41,1,0,0,0,0,0,1,0,1,1
44,1,0,0,1,0,0,1,0,0,1
38,1,0,0,1,0,0,1,0,0,1
67,4,0,0,1,0,0,1,3,0,1
51,1,0,0,1,0,0,1,0,0,1
44,1,0,0,1,0,0,0,0,0,1
34,1,0,0,0,0,0,1,0,1,1
45,1,0,0,1,0,0,1,0,0,1
45,1,0,0,1,0,0,0,0,0,1
41,1,0,0,1,0,0,1,0,0,1
53,1,0,0,1,0,0,1,0,0,1
43,4,0,0,0,1,0,1,0,0,1
51,1,0,0,1,0,0,1,0,0,1
42,1,0,0,0,0,0,1,0,1,1
46,1,0,0,1,0,0,1,0,0,1
48,1,0,0,1,0,0,0,0,0,1
50,1,0,0,1,0,0,1,0,0,1
43,4,0,0,0,1,0,1,0,0,1
45,1,0,0,1,0,0,1,0,0,1
48,1,0,0,1,0,0,0,0,0,1
47,1,0,0,1,0,0,1,0,0,1
44,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,1,0,1,1
41,1,0,0,1,0,0,0,0,0,1
44,4,0,0,0,1,0,1,0,0,1
38,1,0,0,0,0,0,1,0,1,1
44,1,0,0,1,0,0,1,0,0,1
32,1,0,0,0,0,0,1,0,1,1
36,4,0,0,0,1,0,1,0,0,1
35,4,0,0,0,1,0,1,0,0,1
43,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,0,0,0,1
42,1,0,0,1,0,0,1,0,0,1
50,1,0,0,1,0,0,1,0,1,1
40,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,0,0,0,1
41,1,0,0,1,0,0,0,0,0,1
35,1,0,0,0,0,0,1,0,1,1
36,4,0,0,0,1,0,1,0,0,1
42,1,0,0,0,0,0,1,0,1,1
41,1,0,0,1,0,0,1,0,1,1
50,1,0,0,1,0,0,0,0,0,1
50,1,0,0,1,0,0,0,0,0,1
62,4,0,0,1,0,0,1,3,0,1
41,1,0,0,1,0,0,0,0,0,1
38,4,0,0,0,1,0,1,0,0,1
34,4,0,0,0,1,0,1,0,0,1
50,1,0,0,1,0,0,1,0,0,1
63,4,0,0,1,0,0,1,3,0,1
39,1,0,0,1,0,0,1,0,1,1
42,4,0,0,0,1,0,1,0,0,1
44,1,0,0,0,0,0,1,0,1,1
40,1,0,0,1,0,0,1,0,0,1
49,4,0,0,0,1,0,1,0,0,1
42,1,0,0,1,0,0,1,0,1,1
49,1,0,0,1,0,0,1,0,0,1
34,1,0,0,0,0,0,1,0,1,1
42,1,0,0,1,0,0,1,0,1,1
31,1,0,0,0,0,0,1,0,1,1
31,1,0,0,0,0,0,1,0,1,1
70,4,0,0,1,0,0,1,3,0,1
44,1,0,0,1,0,0,1,0,0,1
51,1,0,0,1,0,0,1,0,0,1
53,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,1,0,0,1
35,1,0,0,1,0,0,1,0,0,1
47,4,0,0,0,1,0,1,0,0,1
34,4,0,0,0,1,0,1,0,0,1
39,1,0,0,0,0,0,1,0,1,1
52,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,0,0,0,1
68,4,0,0,1,0,0,1,3,0,1
46,1,0,0,1,0,0,1,0,0,1
49,1,0,0,1,0,0,1,0,0,1
39,1,0,0,1,0,0,1,0,0,1
49,1,0,0,1,0,0,1,0,0,1
45,1,0,0,0,0,0,1,0,1,1
36,1,0,0,0,0,0,1,0,1,1
48,1,0,0,1,0,0,1,0,0,1
38,4,0,0,0,1,0,1,0,0,1
45,1,0,0,1,0,0,1,0,0,1
64,4,0,0,1,0,0,1,3,0,1
47,1,0,0,1,0,0,1,0,0,1
43,4,0,0,0,1,0,1,0,0,1
39,1,0,0,1,0,0,1,0,0,1
51,1,0,0,1,0,0,1,0,0,1
40,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,0,0,0,1
39,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,1,0,0,1
35,4,0,0,0,1,0,1,0,0,1
48,1,0,0,1,0,0,0,0,0,1
44,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,1,0,0,1
59,4,0,0,1,0,0,1,3,0,1
52,1,0,0,1,0,0,0,0,0,1
47,1,0,0,1,0,0,0,0,0,1
43,1,0,0,1,0,0,1,0,0,1
38,1,0,0,1,0,0,1,0,0,1
41,1,0,0,1,0,0,1,0,1,1
39,1,0,0,0,0,0,1,0,1,1
49,1,0,0,1,0,0,0,0,0,1
62,4,0,0,1,0,0,1,3,0,1
40,1,0,0,1,0,0,1,0,0,1
45,4,0,0,0,1,0,1,0,0,1
47,1,0,0,1,0,0,1,0,0,1
51,1,0,0,1,0,0,1,0,0,1
53,1,0,0,1,0,0,1,0,0,1
47,1,0,0,1,0,0,0,0,0,1
50,1,0,0,1,0,0,1,0,0,1
69,4,0,0,1,0,0,1,3,0,1
49,1,0,0,1,0,0,0,0,0,1
45,1,0,0,1,0,0,1,0,0,1
54,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,0,0,0,1
42,1,0,0,1,0,0,1,0,0,1
40,4,0,0,0,1,0,1,0,0,1
46,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,1,0,0,1
38,1,0,0,1,0,0,1,0,0,1
45,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
43,1,0,0,1,0,0,1,0,0,1
42,1,0,0,1,0,0,1,0,0,1
49,1,0,0,1,0,0,0,0,0,1
51,1,0,0,1,0,0,1,0,1,1
44,1,0,0,1,0,0,1,0,0,1
34,1,0,0,0,0,0,1,0,1,1
45,1,0,0,1,0,0,0,0,0,1
50,1,0,0,1,0,0,1,0,0,1
44,1,0,0,0,0,0,1,0,1,1
46,1,0,0,1,0,0,0,0,0,1
40,1,0,0,1,0,0,1,0,1,1
48,4,0,0,0,1,0,1,0,0,1
40,1,0,0,1,0,0,1,0,0,1
46,1,0,0,1,0,0,1,0,0,1
52,1,0,0,1,0,0,1,0,0,1
52,1,0,0,1,0,0,1,0,1,1
